League_Name,Team_Name,Season,Player_Name,Scores
Ligue 1,Montpellier,2024,Othmane Maamma,1
Ligue 1,Montpellier,2024,Lucas Mincarelli,1
Ligue 1,Montpellier,2024,Tanguy Coulibaly,1
Ligue 1,Montpellier,2024,Christopher Jullien,1
Ligue 1,Lille,2024,Ismaily,1
Ligue 1,Lille,2024,Adam Ounas,1
Ligue 1,Lille,2024,Tiago santos,1
Ligue 1,Lille,2024,Ivan Cavaleiro,1
Ligue 1,Lille,2024,Gabriel Gudmundsson,1
Ligue 1,Marseille,2024,Jean Onana,1
Ligue 1,Marseille,2024,Pape Gueye,1
Ligue 1,Marseille,2024,Amine Harit,1
Ligue 1,Marseille,2024,Emran Soglo,1
Ligue 1,Marseille,2024,Luis Henrique,1
Ligue 1,Marseille,2024,Jordan Veretout,1
Ligue 1,Rennes,2024,Jeremy Doku,1
Ligue 1,Rennes,2024,Warmed Omari,1
Ligue 1,Rennes,2024,Fabian Rieder,1
Ligue 1,Rennes,2024,Adrien Truffert,1
Ligue 1,Rennes,2024,Lorenz Assignon,1
Ligue 1,Rennes,2024,Christopher Wooh,1
Ligue 1,Nantes,2024,Marcus Coco,1
Ligue 1,Nantes,2024,Tino Kadewere,1
Ligue 1,Nantes,2024,Pedro Chirivella,1
Ligue 1,Nantes,2024,Samuel Moutoussamy,1
Ligue 1,Nice,2024,Dante,1
Ligue 1,Nice,2024,Melvin Bard,1
Ligue 1,Nice,2024,Tom Louchet,1
Ligue 1,Nice,2024,Youcef Atal,1
Ligue 1,Nice,2024,Jordan Lotomba,1
Ligue 1,Nice,2024,Mohamed Ali Cho,1
Ligue 1,Nice,2024,Khéphren Thuram,1
Ligue 1,Strasbourg,2024,Andrey Santos,1
Ligue 1,Strasbourg,2024,Junior Mwanga,1
Ligue 1,Strasbourg,2024,Marvin Senaya,1
Ligue 1,Strasbourg,2024,Thomas Delaine,1
Ligue 1,Toulouse,2024,Gelabert,1
Ligue 1,Toulouse,2024,Logan Costa,1
Ligue 1,Toulouse,2024,Moussa Diarra,1
Ligue 1,Toulouse,2024,Shavy Babicka,1
Ligue 1,Toulouse,2024,Niklas Schmidt,1
Ligue 1,Toulouse,2024,Ibrahim Cissoko,1
Ligue 1,Toulouse,2024,Cristian Cásseres Jr.,1
Ligue 1,Reims,2024,Reda Khadra,1
Ligue 1,Reims,2024,Joseph Okumu,1
Ligue 1,Reims,2024,Azor Matusiwa,1
Ligue 1,Reims,2024,Emmanuel Agbadou,1
Ligue 1,Reims,2024,Josh Wilson-Esbrand,1
Ligue 1,Brest,2024,Jordan Amavi,1
Ligue 1,Brest,2024,Brendan Chardonnet,1
Ligue 1,Lorient,2024,Ayman Kari,1
Ligue 1,Lorient,2024,Imran Louza,1
Ligue 1,Lorient,2024,Darlin Yongwa,1
Ligue 1,Lorient,2024,Mohamed Bamba,1
Ligue 1,Lorient,2024,Panos Katseris,1
Ligue 1,Lorient,2024,Vincent Le Goff,1
Ligue 1,Lorient,2024,Siriné Doucouré,1
Ligue 1,Lorient,2024,Souleymane Touré,1
Ligue 1,Lorient,2024,Badredine Bouanani,1
Ligue 1,Lens,2024,Andy Diouf,1
Ligue 1,Lens,2024,Kevin Danso,1
Ligue 1,Lens,2024,Oscar Cortés,1
Ligue 1,Lens,2024,Ruben Aguilar,1
Ligue 1,Lens,2024,Angelo Fulgini,1
Ligue 1,Lens,2024,Facundo Medina,1
Ligue 1,Lens,2024,Jonathan Gradit,1
Ligue 1,Lens,2024,Neil El Aynaoui,1
Ligue 1,Lens,2024,Adrien Thomasson,1
Ligue 1,Clermont Foot,2024,Habib Keita,1
Ligue 1,Clermont Foot,2024,Florent Ogier,1
Ligue 1,Clermont Foot,2024,Yohann Magnin,1
Ligue 1,Clermont Foot,2024,Bilal Boutobba,1
Ligue 1,Clermont Foot,2024,Maxime Gonalons,1
Ligue 1,Clermont Foot,2024,Mateusz Wieteska,1
Ligue 1,Clermont Foot,2024,Chrislain Matsima,1
Ligue 1,Clermont Foot,2024,Cheick Oumar Konaté,1
Ligue 1,Le Havre,2024,Nolan Mbemba,1
Ligue 1,Le Havre,2024,Yoann Salmier,1
Ligue 1,Le Havre,2024,Samuel Grandsir,1
Premier League,Manchester Utd,2024,Antony,1
Premier League,Manchester Utd,2024,Casemiro,1
Premier League,Manchester Utd,2024,Amad Diallo,1
Premier League,Manchester Utd,2024,Mason Mount,1
Premier League,Manchester Utd,2024,Anthony Martial,1
Premier League,Manchester Utd,2024,Hannibal Mejbri,1
Premier League,Manchester Utd,2024,Raphaël Varane,1
Premier League,Manchester Utd,2024,Victor Lindelöf,1
Premier League,Manchester Utd,2024,Christian Eriksen,1
Premier League,Newcastle Utd,2024,Lewis Hall,1
Premier League,Newcastle Utd,2024,Joe Willock,1
Premier League,Newcastle Utd,2024,Lewis Miley,1
Premier League,Newcastle Utd,2024,Matt Ritchie,1
Premier League,Newcastle Utd,2024,Sandro Tonali,1
Premier League,Newcastle Utd,2024,Kieran Trippier,1
Premier League,Newcastle Utd,2024,Jamaal Lascelles,1
Premier League,Newcastle Utd,2024,Valentino Livramento,1
Premier League,Fulham,2024,Tim Ream,1
Premier League,Fulham,2024,Kenny Tete,1
Premier League,Fulham,2024,Tom Cairney,1
Premier League,Fulham,2024,Saša Lukić,1
Premier League,Fulham,2024,Calvin Bassey,1
Premier League,Fulham,2024,Timothy Castagne,1
Premier League,Bournemouth,2024,Alex Scott,1
Premier League,Bournemouth,2024,David Brooks,1
Premier League,Bournemouth,2024,Kieffer Moore,1
Premier League,Bournemouth,2024,Dango Ouattara,1
Premier League,Bournemouth,2024,Illia Zabarnyi,1
Premier League,Wolves,2024,Toti Gomes,1
Premier League,Wolves,2024,Craig Dawson,1
Premier League,Wolves,2024,Matt Doherty,1
Premier League,Liverpool,2024,Wataru Endo,1
Premier League,Liverpool,2024,Curtis Jones,1
Premier League,Liverpool,2024,Conor Bradley,1
Premier League,Liverpool,2024,Ryan Gravenberch,1
Premier League,Arsenal,2024,Fabio Vieira,1
Premier League,Arsenal,2024,Jakub Kiwior,1
Premier League,Arsenal,2024,Oleksandr Zinchenko,1
Premier League,Brighton,2024,Joël Veltman,1
Premier League,Burnley,2024,Sander Berge,1
Premier League,Burnley,2024,Luca Koleosho,1
Premier League,Burnley,2024,Charlie Taylor,1
Premier League,Burnley,2024,Ameen Al-Dakhil,1
Premier League,Burnley,2024,Lorenz Assignon,1
Premier League,Burnley,2024,Jóhann Berg Guðmundsson,1
Premier League,Crystal Palace,2024,Chris Richards,1
Premier League,Crystal Palace,2024,Jefferson Lerma,1
Premier League,Tottenham,2024,Emerson,1
Premier League,Tottenham,2024,Ben Davies,1
Premier League,Tottenham,2024,Alejo Véliz,1
Premier League,Tottenham,2024,Rodrigo Bentancur,1
Premier League,Everton,2024,André Gomes,1
Premier League,Everton,2024,James Garner,1
Premier League,Everton,2024,Lewis Dobbin,1
Premier League,Everton,2024,Michael Keane,1
Premier League,Everton,2024,Arnaut Danjuma,1
Premier League,Everton,2024,James Tarkowski,1
Premier League,West Ham,2024,Danny Ings,1
Premier League,West Ham,2024,Nayef Aguerd,1
Premier League,West Ham,2024,George Earthy,1
Premier League,West Ham,2024,Maxwel Cornet,1
Premier League,West Ham,2024,Edson Álvarez,1
Premier League,West Ham,2024,Mohammed Kudus,1
Premier League,West Ham,2024,Emerson Palmieri,1
Premier League,West Ham,2024,Konstantinos Mavropanos,1
Premier League,Manchester City,2024,Oscar Bobb,1
Premier League,Manchester City,2024,John Stones,1
Premier League,Manchester City,2024,Mateo Kovačić,1
Premier League,Chelsea,2024,Levi Colwill,1
Premier League,Chelsea,2024,Armando Broja,1
Premier League,Chelsea,2024,Alfie Gilchrist,1
Premier League,Chelsea,2024,Moisés Caicedo,1
Premier League,Chelsea,2024,Trevoh Chalobah,1
Premier League,Chelsea,2024,Carney Chukwuemeka,1
Premier League,Sheffield Utd,2024,Jack Robinson,1
Premier League,Sheffield Utd,2024,Oliver Norwood,1
Premier League,Sheffield Utd,2024,Vinicius Souza,1
Premier League,Aston Villa,2024,Ezri Konsa,1
Premier League,Aston Villa,2024,Lucas Digne,1
Premier League,Aston Villa,2024,Jacob Ramsey,1
Premier League,Aston Villa,2024,Leander Dendoncker,1
Premier League,Brentford,2024,Frank Onyeka,1
Premier League,Brentford,2024,Mads Roerslev,1
Premier League,Brentford,2024,Saman Ghoddos,1
Premier League,Brentford,2024,Vitaly Janelt,1
Premier League,Brentford,2024,Nathan Collins,1
Premier League,Brentford,2024,Shandon Baptiste,1
Premier League,Brentford,2024,Mathias Jørgensen,1
Premier League,Nott'ham Forest,2024,Ola Aina,1
Premier League,Nott'ham Forest,2024,Ryan Yates,1
Premier League,Nott'ham Forest,2024,Orel Mangala,1
Premier League,Nott'ham Forest,2024,Harry Toffolo,1
Premier League,Nott'ham Forest,2024,Moussa Niakhate,1
Premier League,Luton Town,2024,Teden Mengi,1
Premier League,Luton Town,2024,Tom Lockyer,1
Premier League,Luton Town,2024,Jordan Clark,1
Premier League,Luton Town,2024,Cauley Woodrow,1
Premier League,Luton Town,2024,Andros Townsend,1
Premier League,Luton Town,2024,Mads Juel Andersen,1
Premier League,Luton Town,2024,Albert Sambi Lokonga,1
La Liga,Valencia,2024,Sergi Canós,1
La Liga,Valencia,2024,Alberto Marí,1
La Liga,Valencia,2024,Jesus Vazquez,1
La Liga,Valencia,2024,Francisco Perez,1
La Liga,Valencia,2024,Hugo Guillamón,1
La Liga,Valencia,2024,José Luis Gayà,1
La Liga,Valencia,2024,Mouctar Diakhaby,1
La Liga,Celta Vigo,2024,Unai Núñez,1
La Liga,Celta Vigo,2024,Carl Starfelt,1
La Liga,Celta Vigo,2024,Carles Pérez,1
La Liga,Celta Vigo,2024,Hugo Álvarez,1
La Liga,Celta Vigo,2024,Tadeo Allende,1
La Liga,Celta Vigo,2024,Luca de la Torre,1
La Liga,Girona,2024,Yan Couto,1
La Liga,Girona,2024,Daley Blind,1
La Liga,Sevilla,2024,Suso,1
La Liga,Sevilla,2024,Djibril Sow,1
La Liga,Sevilla,2024,Marcos Acuña,1
La Liga,Sevilla,2024,Adrià Pedrosa,1
La Liga,Sevilla,2024,Nemanja Gudelj,1
La Liga,Athletic Club,2024,Dani García,1
La Liga,Athletic Club,2024,Aitor Paredes,1
La Liga,Athletic Club,2024,Raúl García,1
La Liga,Athletic Club,2024,Óscar de Marcos,1
La Liga,Athletic Club,2024,Iñigo Ruiz de Galarreta,1
La Liga,Barcelona,2024,Gavi,1
La Liga,Barcelona,2024,Marc Guiu,1
La Liga,Barcelona,2024,Jules Koundé,1
La Liga,Barcelona,2024,Ronald Araújo,1
La Liga,Alavés,2024,Javi López,1
La Liga,Alavés,2024,Ander Guevara,1
La Liga,Alavés,2024,Nahuel Tenaglia,1
La Liga,Alavés,2024,Andoni Gorosabel,1
La Liga,Alavés,2024,Giuliano Simeone,1
La Liga,Alavés,2024,Aleksandar Sedlar,1
La Liga,Alavés,2024,Abderrahman Rebbach,1
La Liga,Atlético Madrid,2024,Saúl Ñíguez,1
La Liga,Getafe,2024,Carmona,1
La Liga,Getafe,2024,Carles Aleñá,1
La Liga,Getafe,2024,Jesús Santiago,1
La Liga,Getafe,2024,Stefan Mitrović,1
La Liga,Las Palmas,2024,Sory Kaba,1
La Liga,Las Palmas,2024,Saúl Coco,1
La Liga,Las Palmas,2024,Julian Araujo,1
La Liga,Las Palmas,2024,Sergi Cardona,1
La Liga,Las Palmas,2024,Benito Ramírez,1
La Liga,Las Palmas,2024,Sandro Ramírez,1
La Liga,Las Palmas,2024,Cristian Herrera,1
La Liga,Betis,2024,Nabil Fekir,1
La Liga,Betis,2024,Juan Miranda,1
La Liga,Betis,2024,Johnny Cardoso,1
La Liga,Betis,2024,Sergi Altimira,1
La Liga,Betis,2024,Ezequiel Ávila,1
La Liga,Betis,2024,Germán Pezzella,1
La Liga,Betis,2024,William Carvalho,1
La Liga,Betis,2024,Abdessamad Ezzalzouli,1
La Liga,Real Sociedad,2024,Jon Pacheco,1
La Liga,Real Sociedad,2024,Arsen Zakharyan,1
La Liga,Villarreal,2024,Juan Foyth,1
La Liga,Villarreal,2024,Aïssa Mandi,1
La Liga,Villarreal,2024,Alfonso Pedraza,1
La Liga,Villarreal,2024,Étienne Capoue,1
La Liga,Villarreal,2024,Bertrand Traoré,1
La Liga,Real Madrid,2024,Toni Kroos,1
La Liga,Real Madrid,2024,Fran Garcia,1
La Liga,Real Madrid,2024,Antonio Rüdiger,1
La Liga,Rayo Vallecano,2024,Abdul Mumin,1
La Liga,Rayo Vallecano,2024,Kike Pérez,1
La Liga,Rayo Vallecano,2024,Pathé Ciss,1
La Liga,Rayo Vallecano,2024,Unai López,1
La Liga,Rayo Vallecano,2024,Randy Ntekja,1
La Liga,Rayo Vallecano,2024,Pep Chavarría,1
La Liga,Rayo Vallecano,2024,Radamel Falcao,1
La Liga,Rayo Vallecano,2024,Raúl de Tomás,1
La Liga,Rayo Vallecano,2024,Óscar Valentín,1
La Liga,Mallorca,2024,Copete,1
La Liga,Mallorca,2024,Samu Costa,1
La Liga,Mallorca,2024,Pablo Maffeo,1
La Liga,Mallorca,2024,Javier Llabrés,1
La Liga,Mallorca,2024,Giovanni González,1
La Liga,Granada,2024,Ignasi Miquel,1
La Liga,Granada,2024,Theo Corbeanu,1
La Liga,Granada,2024,Gonzalo Villar,1
La Liga,Granada,2024,Samuel Omorodion,1
La Liga,Granada,2024,Miguel Ángel Rubio,1
La Liga,Osasuna,2024,Catena,1
La Liga,Osasuna,2024,Nacho Vidal,1
La Liga,Osasuna,2024,Jesús Areso,1
La Liga,Osasuna,2024,Lucas Torró,1
La Liga,Osasuna,2024,Unai García,1
La Liga,Osasuna,2024,Jon Moncayola,1
La Liga,Osasuna,2024,Pablo Ibáñez,1
La Liga,Osasuna,2024,Ezequiel Ávila,1
La Liga,Cádiz,2024,Lucas,1
La Liga,Cádiz,2024,Brian Ocampo,1
La Liga,Cádiz,2024,Javi Hernández,1
La Liga,Cádiz,2024,Luis Hernández,1
La Liga,Cádiz,2024,Roberto Navarro,1
La Liga,Cádiz,2024,Sergi Guardiola,1
La Liga,Cádiz,2024,Fede San Emeterio,1
La Liga,Cádiz,2024,Gonzalo Escalante,1
La Liga,Almería,2024,Kaiky,1
La Liga,Almería,2024,Pubill,1
La Liga,Almería,2024,Bruno Langa,1
La Liga,Almería,2024,Gonzalo Melero,1
La Liga,Almería,2024,Marko Milovanović,1
Fußball-Bundesliga,Bayern Munich,2024,Kim Min-jae,1
Fußball-Bundesliga,Bayern Munich,2024,Joshua Kimmich,1
Fußball-Bundesliga,Bayern Munich,2024,Lovro Zvonarek,1
Fußball-Bundesliga,Bayern Munich,2024,Dayot Upamecano,1
Fußball-Bundesliga,Mainz 05,2024,Tom Krauß,1
Fußball-Bundesliga,Mainz 05,2024,Aymen Barkok,1
Fußball-Bundesliga,Mainz 05,2024,Dominik Kohr,1
Fußball-Bundesliga,Mainz 05,2024,Nadiem Amiri,1
Fußball-Bundesliga,Mainz 05,2024,Karim Onisiwo,1
Fußball-Bundesliga,Mainz 05,2024,Marco Richter,1
Fußball-Bundesliga,Mainz 05,2024,Silvan Widmer,1
Fußball-Bundesliga,Mainz 05,2024,Phillipp Mwene,1
Fußball-Bundesliga,Mainz 05,2024,Andreas Hanche-Olsen,1
Fußball-Bundesliga,Wolfsburg,2024,Rogério,1
Fußball-Bundesliga,Wolfsburg,2024,Ridle Baku,1
Fußball-Bundesliga,Wolfsburg,2024,Lukas Nmecha,1
Fußball-Bundesliga,Wolfsburg,2024,Tiago Tomás,1
Fußball-Bundesliga,Wolfsburg,2024,Kevin Behrens,1
Fußball-Bundesliga,Wolfsburg,2024,Mattias Svanberg,1
Fußball-Bundesliga,Hoffenheim,2024,Marius Bülter,1
Fußball-Bundesliga,Hoffenheim,2024,Florian Grillitsch,1
Fußball-Bundesliga,Freiburg,2024,Manuel Gulde,1
Fußball-Bundesliga,Freiburg,2024,Lukas Kübler,1
Fußball-Bundesliga,Freiburg,2024,Yannik Keitel,1
Fußball-Bundesliga,Freiburg,2024,Nicolas Höfler,1
Fußball-Bundesliga,Freiburg,2024,Noah Weißhaupt,1
Fußball-Bundesliga,Freiburg,2024,Philipp Lienhart,1
Fußball-Bundesliga,Freiburg,2024,Christian Günter,1
Fußball-Bundesliga,Freiburg,2024,Maximilian Philipp,1
Fußball-Bundesliga,Freiburg,2024,Maximilian Eggestein,1
Fußball-Bundesliga,M'Gladbach,2024,Joe Scally,1
Fußball-Bundesliga,M'Gladbach,2024,Kouadio Koné,1
Fußball-Bundesliga,Leverkusen,2024,Odilon Kossonou,1
Fußball-Bundesliga,Leverkusen,2024,Piero Hincapié,1
Fußball-Bundesliga,Werder Bremen,2024,Anthony Jung,1
Fußball-Bundesliga,Werder Bremen,2024,Marco Friedl,1
Fußball-Bundesliga,Werder Bremen,2024,Skelly Alvero,1
Fußball-Bundesliga,Werder Bremen,2024,Julián Malatini,1
Fußball-Bundesliga,Werder Bremen,2024,Leonardo Bittencourt,1
Fußball-Bundesliga,Stuttgart,2024,Angelo Stiller,1
Fußball-Bundesliga,Stuttgart,2024,Mahmoud Dahoud,1
Fußball-Bundesliga,Stuttgart,2024,Dan-Axel Zagadou,1
Fußball-Bundesliga,Stuttgart,2024,Leonidas Stergiou,1
Fußball-Bundesliga,Eint Frankfurt,2024,Tuta,1
Fußball-Bundesliga,Eint Frankfurt,2024,Nacho Ferri,1
Fußball-Bundesliga,Eint Frankfurt,2024,Philipp Max,1
Fußball-Bundesliga,Eint Frankfurt,2024,Aurélio Buta,1
Fußball-Bundesliga,Eint Frankfurt,2024,Hrvoje Smolčić,1
Fußball-Bundesliga,Eint Frankfurt,2024,Randal Kolo Muani,1
Fußball-Bundesliga,Augsburg,2024,Iago,1
Fußball-Bundesliga,Augsburg,2024,Mert Kömür,1
Fußball-Bundesliga,Augsburg,2024,Mads Pedersen,1
Fußball-Bundesliga,Augsburg,2024,Maximilian Bauer,1
Fußball-Bundesliga,Augsburg,2024,Jeffrey Gouweleeuw,1
Fußball-Bundesliga,RB Leipzig,2024,Kevin Kampl,1
Fußball-Bundesliga,RB Leipzig,2024,Castello Lukeba,1
Fußball-Bundesliga,RB Leipzig,2024,Benjamin Henrichs,1
Fußball-Bundesliga,RB Leipzig,2024,Lukas Klostermann,1
Fußball-Bundesliga,Dortmund,2024,Felix Nmecha,1
Fußball-Bundesliga,Dortmund,2024,Niklas Süle,1
Fußball-Bundesliga,Dortmund,2024,Jamie Bynoe-Gittens,1
Fußball-Bundesliga,Köln,2024,Eric Martel,1
Fußball-Bundesliga,Köln,2024,Linton Maina,1
Fußball-Bundesliga,Köln,2024,Jan Thielmann,1
Fußball-Bundesliga,Köln,2024,Max Finkgräfe,1
Fußball-Bundesliga,Köln,2024,Sargis Adamyan,1
Fußball-Bundesliga,Union Berlin,2024,Chris Bedia,1
Fußball-Bundesliga,Union Berlin,2024,Robin Knoche,1
Fußball-Bundesliga,Union Berlin,2024,Janik Haberer,1
Fußball-Bundesliga,Union Berlin,2024,Mikkel Kaufmann,1
Fußball-Bundesliga,Union Berlin,2024,András Schäfer,1
Fußball-Bundesliga,Union Berlin,2024,Leonardo Bonucci,1
Fußball-Bundesliga,Union Berlin,2024,Miloš Pantović,1
Fußball-Bundesliga,Union Berlin,2024,David Datro Fofana,1
Fußball-Bundesliga,Bochum,2024,Bernardo,1
Fußball-Bundesliga,Bochum,2024,Ivan Ordets,1
Fußball-Bundesliga,Bochum,2024,Matúš Bero,1
Fußball-Bundesliga,Bochum,2024,Lukas Daschner,1
Fußball-Bundesliga,Bochum,2024,Anthony Losilla,1
Fußball-Bundesliga,Darmstadt 98,2024,Aaron Seydel,1
Fußball-Bundesliga,Darmstadt 98,2024,Luca Pfeiffer,1
Fußball-Bundesliga,Darmstadt 98,2024,Matej Maglica,1
Fußball-Bundesliga,Darmstadt 98,2024,Mathias Honsak,1
Fußball-Bundesliga,Darmstadt 98,2024,Matthias Bader,1
Fußball-Bundesliga,Darmstadt 98,2024,Fabian Nürnberger,1
Fußball-Bundesliga,Heidenheim,2024,Adrian Beck,1
Fußball-Bundesliga,Heidenheim,2024,Benedikt Gimber,1
Fußball-Bundesliga,Heidenheim,2024,Lennard Maloney,1
Serie A,Juventus,2024,Danilo,1
Serie A,Juventus,2024,Alex Sandro,1
Serie A,Juventus,2024,Fabio Miretti,1
Serie A,Juventus,2024,Manuel Locatelli,1
Serie A,Juventus,2024,Samuel Iling-Junior,1
Serie A,Hellas Verona,2024,Ondrej Duda,1
Serie A,Atalanta,2024,Emil Holm,1
Serie A,Atalanta,2024,Nadir Zortea,1
Serie A,Atalanta,2024,Duván Zapata,1
Serie A,Atalanta,2024,Mitchel Bakker,1
Serie A,Atalanta,2024,Sead Kolašinac,1
Serie A,Atalanta,2024,Giorgio Scalvini,1
Serie A,Udinese,2024,Isaac Success,1
Serie A,Udinese,2024,Jordan Zemura,1
Serie A,Udinese,2024,Sandi Lovrić,1
Serie A,Udinese,2024,Hassane Kamara,1
Serie A,Udinese,2024,Lautaro Gianetti,1
Serie A,Udinese,2024,Christian Kabasele,1
Serie A,Inter,2024,Stefan de Vrij,1
Serie A,Inter,2024,Kristjan Asllani,1
Serie A,Inter,2024,Alessandro Bastoni,1
Serie A,Bologna,2024,Dan Ndoye,1
Serie A,Bologna,2024,Nikola Moro,1
Serie A,Bologna,2024,Sam Beukema,1
Serie A,Bologna,2024,Remo Freuler,1
Serie A,Bologna,2024,Stefan Posch,1
Serie A,Bologna,2024,Santiago Castro,1
Serie A,Lazio,2024,Pedro,1
Serie A,Lazio,2024,Adam Marušić,1
Serie A,Lazio,2024,Danilo Cataldi,1
Serie A,Lazio,2024,Luca Pellegrini,1
Serie A,Sassuolo,2024,Mattia Viti,1
Serie A,Sassuolo,2024,Martin Erlic,1
Serie A,Sassuolo,2024,Daniel Boloca,1
Serie A,Sassuolo,2024,Uroš Račić,1
Serie A,Sassuolo,2024,Cristian Volpato,1
Serie A,Sassuolo,2024,Grégoire Defrel,1
Serie A,Sassuolo,2024,Gian Marco Ferrari,1
Serie A,Cagliari,2024,Jakub Jankto,1
Serie A,Cagliari,2024,Matteo Prati,1
Serie A,Cagliari,2024,Andrea Petagna,1
Serie A,Cagliari,2024,Gabriele Zappa,1
Serie A,Cagliari,2024,Tommaso Augello,1
Serie A,Cagliari,2024,Antoine Makoumbou,1
Serie A,Roma,2024,Tammy Abraham,1
Serie A,Roma,2024,Diego Llorente,1
Serie A,Roma,2024,Renato Sanches,1
Serie A,Roma,2024,Rasmus Kristensen,1
Serie A,Roma,2024,Leonardo Spinazzola,1
Serie A,Fiorentina,2024,Josip Brekalo,1
Serie A,Fiorentina,2024,Michael Kayode,1
Serie A,Fiorentina,2024,Gaetano Castrovilli,1
Serie A,Genoa,2024,Johan Vásquez,1
Serie A,Genoa,2024,Junior Messias,1
Serie A,Genoa,2024,Davide Biraschi,1
Serie A,Milan,2024,Yacine Adli,1
Serie A,Milan,2024,Chaka Traorè,1
Serie A,Milan,2024,Davide Calabria,1
Serie A,Milan,2024,Jan-Carlo Simic,1
Serie A,Milan,2024,Samuel Chukwueze,1
Serie A,Napoli,2024,Juan Jesus,1
Serie A,Napoli,2024,Cyril Ngonge,1
Serie A,Napoli,2024,Gianluca Gaetano,1
Serie A,Napoli,2024,Giovanni Simeone,1
Serie A,Napoli,2024,Mathías Olivera,1
Serie A,Napoli,2024,Giovanni Di Lorenzo,1
Serie A,Napoli,2024,Leo Skiri Østigård,1
Serie A,Torino,2024,Perr Schuurs,1
Serie A,Torino,2024,Samuele Ricci,1
Serie A,Torino,2024,Raoul Bellanova,1
Serie A,Empoli,2024,Alberto Cerri,1
Serie A,Empoli,2024,Emmanuel Gyasi,1
Serie A,Empoli,2024,Jacopo Fazzini,1
Serie A,Empoli,2024,Simone Bastoni,1
Serie A,Empoli,2024,Viktor Kovalenko,1
Serie A,Empoli,2024,Nicolò Cambiaghi,1
Serie A,Empoli,2024,Sebastiano Luperto,1
Serie A,Frosinone,2024,Jaime Báez,1
Serie A,Frosinone,2024,Marvin Cuni,1
Serie A,Frosinone,2024,Nadir Zortea,1
Serie A,Frosinone,2024,Simone Romagnoli,1
Serie A,Frosinone,2024,Arijon Ibrahimović,1
Serie A,Lecce,2024,Hamza Rafia,1
Serie A,Lecce,2024,Joan Gonzàlez,1
Serie A,Lecce,2024,Ylber Ramadani,1
Serie A,Lecce,2024,Gabriel Strefezza,1
Serie A,Lecce,2024,Federico Di Francesco,1
Serie A,Salernitana,2024,Jovane Cabral,1
Serie A,Salernitana,2024,Junior Sambia,1
Serie A,Salernitana,2024,Shon Weissman,1
Serie A,Salernitana,2024,Federico Fazio,1
Serie A,Salernitana,2024,Lorenzo Pirola,1
Serie A,Salernitana,2024,Agustín Martegani,1
Serie A,Salernitana,2024,Chukwubuikem Ikwuemesi,1
Serie A,Monza,2024,Mirko Marić,1
Serie A,Monza,2024,Warren Bondo,1
Serie A,Monza,2024,Andrea Carboni,1
Serie A,Monza,2024,Luca Caldirola,1
Serie A,Monza,2024,Samuele Vignato,1
Serie A,Monza,2024,Roberto Gagliardini,1
